3.504116210937500000e+02,1.954829101562500000e+02,3.234624023437500000e+02,1.228435058593750000e+02,2.878242187500000000e+02,2.270000000000000000e+02,2.810742187500000000e+02,2.114875488281250000e+02,3.065957031250000000e+02,1.486003417968750000e+02,1.869099121093750000e+02,3.023259063099899322e+02,2.067045898437500000e+02,3.189201660156250000e+02,1.863354492187500000e+02,2.866293945312500000e+02,2.149990234375000000e+02,3.008645019531250000e+02,2.551416015625000000e+02,2.490881347656250000e+02,2.397753906250000000e+02,1.547912597656250000e+02,2.227150878906250000e+02,2.613190917968750000e+02,2.554858398437500000e+02,2.206591796875000000e+02,2.611520996093750000e+02,3.537583007812500000e+02,3.610310058593750000e+02,1.766340332031250000e+02,2.707556152343750000e+02,1.204982910156250000e+02,2.085725097656250000e+02,2.964709472656250000e+02,2.356225585937500000e+02,1.709018554687500000e+02,2.431057128906250000e+02,2.091909179687500000e+02,1.939353027343750000e+02,2.495966796875000000e+02,2.539392089843750000e+02,1.835102539062500000e+02,1.312971191406250000e+02,1.244697265625000000e+02,2.270214843750000000e+02,2.346455078125000000e+02,1.962255859375000000e+02,2.275634765625000000e+02,2.304279785156250000e+02,1.176469726562500000e+02,2.001599121093750000e+02
9.757470703125000000e+01,6.139819335937500000e+01,2.019780273437500000e+02,1.095727539062500000e+02,1.271003417968750000e+02,2.067121582031250000e+02,1.473786621093750000e+02,1.414052734375000000e+02,2.320012207031250000e+02,5.532739257812500000e+01,7.579077148437500000e+01,1.138376464843750000e+02,2.003449707031250000e+02,2.515666503906250000e+02,1.000903320312500000e+02,2.407084960937500000e+02,7.837011718750000000e+01,1.532365722656250000e+02,1.343269042968750000e+02,1.156994628906250000e+02,1.183647460937500000e+02,1.017597656250000000e+02,1.059108886718750000e+02,1.619401855468750000e+02,1.213303222656250000e+02,1.406425781250000000e+02,2.611520996093750000e+02,1.636538085937500000e+02,1.311401367187500000e+02,7.495800781250000000e+01,1.387448730468750000e+02,8.712011718750000000e+01,1.498872070312500000e+02,1.124038085937500000e+02,2.227280273437500000e+02,6.556933593750000000e+01,1.084423828125000000e+02,1.120615234375000000e+02,1.173273925781250000e+02,1.841728515625000000e+02,1.568156738281250000e+02,1.099448242187500000e+02,1.129123535156250000e+02,8.873046875000000000e+01,9.956640625000000000e+01,1.162570800781250000e+02,8.672827148437500000e+01,1.233820800781250000e+02,1.117434082031250000e+02,4.939453125000000000e+01,1.175571289062500000e+02
6.869628906250000000e+01,5.696606445312500000e+01,1.078972167968750000e+02,7.832348632812500000e+01,1.271003417968750000e+02,1.448415527343750000e+02,6.072143554687500000e+01,8.582177734375000000e+01,1.789609375000000000e+02,4.471032714843750000e+01,4.957962820967622974e+01,8.837182617187500000e+01,1.207900390625000000e+02,2.060778808593750000e+02,6.716967773437500000e+01,2.365786132812500000e+02,7.459497070312500000e+01,3.922143554687500000e+01,5.637451171875000000e+01,7.093432617187500000e+01,7.624365234375000000e+01,7.938989257812500000e+01,5.543334960937500000e+01,6.743627929687500000e+01,6.197534179687500000e+01,7.264599609375000000e+01,1.388637695312500000e+02,6.027856445312500000e+01,1.056628417968750000e+02,7.370068359375000000e+01,7.578564453125000000e+01,4.922265625000000000e+01,5.557226562500000000e+01,1.071684570312500000e+02,2.130671386718750000e+02,6.556933593750000000e+01,1.054672851562500000e+02,3.221472167968750000e+01,9.898510742187500000e+01,1.841728515625000000e+02,8.329956054687500000e+01,1.099448242187500000e+02,4.956201171875000000e+01,8.873046875000000000e+01,7.950000000000000000e+01,5.215600585937500000e+01,6.716406250000000000e+01,9.788354492187500000e+01,8.516406250000000000e+01,4.566467285156250000e+01,6.972607421875000000e+01
4.338757324218750000e+01,2.813928222656250000e+01,5.583872266955813757e+01,4.708394426628842666e+01,6.548095703125000000e+01,8.185766601562500000e+01,3.364685058593750000e+01,4.734985784440823409e+01,1.480627441406250000e+02,2.324938964843750000e+01,2.086117865692995110e+01,4.921801757812500000e+01,7.499145507812500000e+01,1.669836425781250000e+02,2.791589355468750000e+01,1.617578125000000000e+02,3.023059082031250000e+01,3.922143554687500000e+01,2.673937988281250000e+01,4.580200195312500000e+01,4.962548828125000000e+01,2.746618652343750000e+01,2.567968750000000000e+01,3.362280273437500000e+01,4.701009248120135453e+01,3.514728424327199718e+01,5.292211914062500000e+01,3.065881347656250000e+01,3.895874023437500000e+01,6.040014648437500000e+01,7.578564453125000000e+01,4.546850585937500000e+01,2.915698242187500000e+01,4.210375976562500000e+01,1.662690429687500000e+02,5.385302734375000000e+01,7.443090820312500000e+01,2.250732421875000000e+01,3.483679199218750000e+01,1.676745605468750000e+02,4.169201660156250000e+01,4.298474121093750000e+01,2.439587402343750000e+01,6.492993164062500000e+01,4.060742187500000000e+01,2.590722656250000000e+01,3.379882812500000000e+01,5.194702148437500000e+01,6.472241210937500000e+01,4.566467285156250000e+01,3.230078125000000000e+01
3.312939453125000000e+01,2.536560058593750000e+01,4.732812500000000000e+01,4.624816894531250000e+01,2.557507324218750000e+01,5.733325195312500000e+01,3.329321289062500000e+01,4.656701660156250000e+01,1.463996582031250000e+02,2.093591308593750000e+01,2.029907226562500000e+01,3.286682128906250000e+01,4.049487304687500000e+01,1.669836425781250000e+02,2.372473144531250000e+01,1.404291992187500000e+02,1.324743652343750000e+01,2.833557128906250000e+01,2.525439453125000000e+01,4.003100585937500000e+01,2.828906250000000000e+01,2.135400390625000000e+01,2.503564453125000000e+01,3.324719238281250000e+01,2.238647460937500000e+01,3.478771972656250000e+01,2.536950683593750000e+01,2.858447265625000000e+01,3.056616210937500000e+01,2.231298828125000000e+01,2.412536621093750000e+01,4.536401367187500000e+01,2.805114746093750000e+01,4.026757812500000000e+01,1.643105468750000000e+02,3.786779785156250000e+01,3.861633300781250000e+01,2.199584960937500000e+01,3.278808593750000000e+01,1.488266222532547545e+02,3.991552734375000000e+01,3.593041992187500000e+01,2.409606933593750000e+01,2.868212890625000000e+01,3.832446289062500000e+01,2.428027343750000000e+01,3.304910322773685039e+01,5.085424804687500000e+01,6.140576171875000000e+01,2.239313016429719028e+01,2.135412597656250000e+01
3.296325683593750000e+01,2.528991699218750000e+01,4.732788085937500000e+01,4.617907714843750000e+01,2.557092285156250000e+01,5.424584960937500000e+01,3.324755859375000000e+01,4.651525878906250000e+01,1.463991699218750000e+02,2.083422851562500000e+01,2.029895019531250000e+01,3.278820800781250000e+01,3.989721679687500000e+01,1.669836425781250000e+02,2.372460937500000000e+01,1.404291992187500000e+02,1.324719238281250000e+01,2.828259277343750000e+01,2.525427246093750000e+01,3.730595237441548306e+01,2.827343750000000000e+01,2.130773925781250000e+01,2.497766113281250000e+01,3.324707031250000000e+01,2.230261230468750000e+01,3.478771972656250000e+01,2.527368164062500000e+01,2.858447265625000000e+01,3.056518554687500000e+01,2.231115722656250000e+01,2.409704589843750000e+01,4.518750000000000000e+01,2.795031738281250000e+01,4.022192382812500000e+01,1.643073730468750000e+02,3.780175781250000000e+01,3.855737304687500000e+01,2.199340820312500000e+01,3.278796386718750000e+01,1.487569505738229054e+02,3.986328125000000000e+01,3.592004394531250000e+01,2.409362792968750000e+01,2.858215332031250000e+01,3.820849609375000000e+01,2.428015136718750000e+01,3.300744590131034784e+01,5.083007812500000000e+01,6.137329101562500000e+01,2.229992675781250000e+01,2.134167480468750000e+01
3.296325683593750000e+01,2.528930664062500000e+01,4.732788085937500000e+01,4.617834472656250000e+01,2.557092285156250000e+01,5.385742187500000000e+01,3.324755859375000000e+01,4.651513671875000000e+01,1.463991699218750000e+02,2.083422851562500000e+01,2.029895019531250000e+01,3.278820800781250000e+01,3.989721679687500000e+01,1.669836425781250000e+02,2.372460937500000000e+01,1.404291992187500000e+02,1.324719238281250000e+01,2.828039550781250000e+01,2.525427246093750000e+01,3.722595214843750000e+01,2.827221679687500000e+01,2.130773925781250000e+01,2.497766113281250000e+01,3.324707031250000000e+01,2.230261230468750000e+01,3.478771972656250000e+01,2.527368164062500000e+01,2.858447265625000000e+01,3.056518554687500000e+01,2.231103515625000000e+01,2.409704589843750000e+01,4.518676757812500000e+01,2.794946289062500000e+01,4.022143554687500000e+01,1.643073730468750000e+02,3.777832031250000000e+01,3.855725097656250000e+01,2.199340820312500000e+01,3.278796386718750000e+01,1.487569505738229054e+02,3.986279296875000000e+01,3.592004394531250000e+01,2.409362792968750000e+01,2.858215332031250000e+01,3.820690917968750000e+01,2.428015136718750000e+01,3.298291015625000000e+01,5.082666015625000000e+01,6.137329101562500000e+01,2.229992675781250000e+01,2.134167480468750000e+01
3.296325683593750000e+01,2.528918457031250000e+01,4.732788085937500000e+01,4.617736816406250000e+01,2.557092285156250000e+01,5.357421875000000000e+01,3.324755859375000000e+01,4.651403808593750000e+01,1.463991699218750000e+02,2.083410644531250000e+01,2.029882812500000000e+01,3.278820800781250000e+01,3.989721679687500000e+01,1.669836425781250000e+02,2.372460937500000000e+01,1.404291992187500000e+02,1.324719238281250000e+01,2.827893066406250000e+01,2.525427246093750000e+01,3.714672851562500000e+01,2.827087402343750000e+01,2.130773925781250000e+01,2.497753906250000000e+01,3.324707031250000000e+01,2.230261230468750000e+01,3.478771972656250000e+01,2.527294921875000000e+01,2.858447265625000000e+01,3.056518554687500000e+01,2.231091308593750000e+01,2.409680175781250000e+01,4.518212890625000000e+01,2.794946289062500000e+01,4.022119140625000000e+01,1.643073730468750000e+02,3.772253417968750000e+01,3.855676269531250000e+01,2.199340820312500000e+01,3.278796386718750000e+01,1.487569505738229054e+02,3.986254882812500000e+01,3.591992187500000000e+01,2.409362792968750000e+01,2.858215332031250000e+01,3.820678710937500000e+01,2.428015136718750000e+01,3.294897460937500000e+01,5.082641601562500000e+01,6.137329101562500000e+01,2.229968261718750000e+01,2.134167480468750000e+01
3.296325683593750000e+01,2.528918457031250000e+01,4.732788085937500000e+01,4.617712402343750000e+01,2.557092285156250000e+01,5.357055664062500000e+01,3.324755859375000000e+01,4.651281738281250000e+01,1.463991699218750000e+02,2.083410644531250000e+01,2.029882812500000000e+01,3.278808593750000000e+01,3.989721679687500000e+01,1.669836425781250000e+02,2.372460937500000000e+01,1.404291992187500000e+02,1.324719238281250000e+01,2.827624511718750000e+01,2.525427246093750000e+01,3.711718750000000000e+01,2.827038574218750000e+01,2.130773925781250000e+01,2.497753906250000000e+01,3.324707031250000000e+01,2.230261230468750000e+01,3.478771972656250000e+01,2.527270507812500000e+01,2.858447265625000000e+01,3.056518554687500000e+01,2.230834960937500000e+01,2.409680175781250000e+01,4.518200683593750000e+01,2.794860839843750000e+01,4.022082519531250000e+01,1.643073730468750000e+02,3.759985351562500000e+01,3.855603027343750000e+01,2.199316406250000000e+01,3.278784179687500000e+01,1.487569505738229054e+02,3.986157226562500000e+01,3.591992187500000000e+01,2.403710937500000000e+01,2.858215332031250000e+01,3.820678710937500000e+01,2.428015136718750000e+01,3.294873046875000000e+01,5.082592773437500000e+01,6.137329101562500000e+01,2.229907226562500000e+01,2.134167480468750000e+01
3.296313476562500000e+01,2.528918457031250000e+01,4.732788085937500000e+01,4.617712402343750000e+01,2.557092285156250000e+01,5.356958007812500000e+01,3.324755859375000000e+01,4.650988769531250000e+01,1.463991699218750000e+02,2.083410644531250000e+01,2.029858398437500000e+01,3.278796386718750000e+01,3.989721679687500000e+01,1.669836425781250000e+02,2.372460937500000000e+01,1.404291992187500000e+02,1.324707031250000000e+01,2.827612304687500000e+01,2.525427246093750000e+01,3.710900878906250000e+01,2.827014160156250000e+01,2.130773925781250000e+01,2.497753906250000000e+01,3.324707031250000000e+01,2.230261230468750000e+01,3.478771972656250000e+01,2.527258300781250000e+01,2.858447265625000000e+01,3.056518554687500000e+01,2.230822753906250000e+01,2.409680175781250000e+01,4.517883300781250000e+01,2.794152832031250000e+01,4.022021484375000000e+01,1.643073730468750000e+02,3.739587402343750000e+01,3.855603027343750000e+01,2.199316406250000000e+01,3.278759765625000000e+01,1.487569505738229054e+02,3.986145019531250000e+01,3.591992187500000000e+01,2.403674316406250000e+01,2.858215332031250000e+01,3.820654296875000000e+01,2.427990722656250000e+01,3.294116210937500000e+01,5.082592773437500000e+01,6.137182617187500000e+01,2.229895019531250000e+01,2.134167480468750000e+01
3.296313476562500000e+01,2.528906250000000000e+01,4.732788085937500000e+01,4.617712402343750000e+01,2.557092285156250000e+01,5.356713867187500000e+01,3.324755859375000000e+01,4.650976562500000000e+01,1.463991699218750000e+02,2.083410644531250000e+01,2.029821777343750000e+01,3.278796386718750000e+01,3.989721679687500000e+01,1.669836425781250000e+02,2.372460937500000000e+01,1.404291992187500000e+02,1.324707031250000000e+01,2.827612304687500000e+01,2.525427246093750000e+01,3.709790039062500000e+01,2.827014160156250000e+01,2.130773925781250000e+01,2.497753906250000000e+01,3.324707031250000000e+01,2.230261230468750000e+01,3.478771972656250000e+01,2.527258300781250000e+01,2.858447265625000000e+01,3.056518554687500000e+01,2.230822753906250000e+01,2.409680175781250000e+01,4.517858886718750000e+01,2.794128417968750000e+01,4.021984863281250000e+01,1.643073730468750000e+02,3.737475585937500000e+01,3.855566406250000000e+01,2.199316406250000000e+01,3.278759765625000000e+01,1.487569505738229054e+02,3.986108398437500000e+01,3.591979980468750000e+01,2.403674316406250000e+01,2.858215332031250000e+01,3.820593261718750000e+01,2.427990722656250000e+01,3.294079589843750000e+01,5.082568359375000000e+01,6.136987304687500000e+01,2.229895019531250000e+01,2.134167480468750000e+01
3.296313476562500000e+01,2.528906250000000000e+01,4.732788085937500000e+01,4.617712402343750000e+01,2.557092285156250000e+01,5.356616210937500000e+01,3.324755859375000000e+01,4.650964355468750000e+01,1.463991699218750000e+02,2.083410644531250000e+01,2.029821777343750000e+01,3.278784179687500000e+01,3.989721679687500000e+01,1.669836425781250000e+02,2.372460937500000000e+01,1.404291992187500000e+02,1.324707031250000000e+01,2.827600097656250000e+01,2.525427246093750000e+01,3.709423828125000000e+01,2.827014160156250000e+01,2.130773925781250000e+01,2.497753906250000000e+01,3.324707031250000000e+01,2.230261230468750000e+01,3.478771972656250000e+01,2.527258300781250000e+01,2.858447265625000000e+01,3.056518554687500000e+01,2.230822753906250000e+01,2.409667968750000000e+01,4.517700195312500000e+01,2.794128417968750000e+01,4.021948242187500000e+01,1.643073730468750000e+02,3.735009765625000000e+01,3.854992675781250000e+01,2.199316406250000000e+01,3.278759765625000000e+01,1.487569505738229054e+02,3.986108398437500000e+01,3.591979980468750000e+01,2.403662109375000000e+01,2.858215332031250000e+01,3.820568847656250000e+01,2.427978515625000000e+01,3.294079589843750000e+01,5.082519531250000000e+01,6.136987304687500000e+01,2.229895019531250000e+01,2.134155273437500000e+01
3.295825195312500000e+01,2.528881835937500000e+01,4.732788085937500000e+01,4.617712402343750000e+01,2.557092285156250000e+01,5.356567382812500000e+01,3.324755859375000000e+01,4.650952148437500000e+01,1.463991699218750000e+02,2.083398437500000000e+01,2.029821777343750000e+01,3.278784179687500000e+01,3.989721679687500000e+01,1.669836425781250000e+02,2.372460937500000000e+01,1.404291992187500000e+02,1.324707031250000000e+01,2.827600097656250000e+01,2.525427246093750000e+01,3.709375000000000000e+01,2.827014160156250000e+01,2.130773925781250000e+01,2.497741699218750000e+01,3.324707031250000000e+01,2.230261230468750000e+01,3.478771972656250000e+01,2.527258300781250000e+01,2.858447265625000000e+01,3.056518554687500000e+01,2.230761718750000000e+01,2.409667968750000000e+01,4.517687988281250000e+01,2.794116210937500000e+01,4.021862792968750000e+01,1.643073730468750000e+02,3.734985351562500000e+01,3.854699707031250000e+01,2.199316406250000000e+01,3.278759765625000000e+01,1.487569505738229054e+02,3.986083984375000000e+01,3.591979980468750000e+01,2.403637695312500000e+01,2.858215332031250000e+01,3.820568847656250000e+01,2.427978515625000000e+01,3.294055175781250000e+01,5.082519531250000000e+01,6.136987304687500000e+01,2.229870605468750000e+01,2.134155273437500000e+01
